user_id,gender,occupation,age,zip_code,category_vector
2494,M,18,4,52003,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2495,F,18,4,56401,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2496,M,50,1,37932,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2497,F,50,14,37922,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2498,M,56,18,70817,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2499,M,50,0,36109,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2500,M,56,1,29672,"1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2501,M,25,15,37923,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
2502,M,56,13,49423,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
2503,M,35,17,19360,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
2504,M,25,7,98115,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2505,M,25,7,55405,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2506,F,25,14,98225,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2507,M,25,4,94107,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2508,F,35,3,77429,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2509,M,25,5,36109,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2510,M,25,7,37930,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2511,M,25,7,15209,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2512,F,45,14,36109,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2513,M,56,1,37922,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2514,M,56,14,37922,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2515,M,45,12,37914,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2516,F,45,6,37909,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2517,F,35,9,53806,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
2518,M,25,7,11793,"0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0"
2519,F,45,2,14850,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2520,F,56,2,95448,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2521,M,35,17,49424,"0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0"
2522,M,18,11,60614,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2523,M,25,17,49423,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2524,F,56,9,38558,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2525,F,35,1,37922,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2526,M,56,13,37923,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0"
2527,M,35,15,36109,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2528,M,56,0,37922,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2529,F,35,9,95903,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2530,M,18,0,42420,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2531,F,45,7,52003,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2532,F,56,13,37917,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
2533,F,25,3,49423,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2534,F,50,6,37922,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2535,F,56,2,3431,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2536,M,56,13,37830,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2537,M,35,11,37620,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0"
2538,M,56,13,37923,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
2539,M,35,7,32444,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2540,F,45,6,42420,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2541,F,35,5,49424,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2542,F,45,13,37922,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2543,F,35,0,42420,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2544,M,45,1,52001,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2545,M,56,13,37830,"1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0"
2546,F,56,13,37931,"1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0"
2547,F,35,0,37920,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2548,F,35,6,37919,"1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2549,M,56,13,37938,"1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0"
2550,M,50,7,37931,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2551,M,25,12,98133,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2552,F,25,9,29369,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
2553,M,25,7,29369,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
2554,M,25,1,97405,"0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0"
2555,M,56,7,10522,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2556,M,25,4,2430,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2557,F,18,19,2452,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2558,M,56,17,53061,"0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0"
2559,M,18,10,53207,"0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0"
2560,F,45,6,84318,"1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0"
2561,M,25,15,6460,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2562,M,18,0,98021,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2563,M,45,13,53132,"0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0"
2564,F,35,20,43230,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2565,M,35,5,34786,"0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0"
2566,M,35,17,94022,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2567,M,25,0,6451,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2568,M,25,17,31311,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2569,M,45,0,45248,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2570,F,56,14,95005,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2571,M,35,17,20151,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2572,M,35,14,75005,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2573,M,45,16,94536,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2574,M,50,6,6511,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2575,M,35,7,76248,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2576,M,18,17,97030,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2577,M,25,7,77099,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2578,M,50,7,94107,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2579,M,35,15,91411,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2580,F,45,1,12538,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2581,M,25,11,60611,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2582,F,25,1,97201,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2583,M,35,7,19610,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2584,F,56,1,94563,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2585,M,45,15,64081-8102,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2586,M,25,20,46802,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2587,M,35,7,55124,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2588,F,56,13,78737,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0"
2589,M,25,0,19004,"0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0"
2590,M,18,4,94044,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2591,M,18,1,50310,"0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0"
2592,M,50,7,80004-4448,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2593,M,56,16,95816,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2594,M,35,7,31047,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
2595,M,18,4,15213,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2596,M,50,7,48152,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0"
2597,F,50,0,95616,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2598,M,25,17,20866,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2599,M,25,12,53154,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2600,M,25,14,19312,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0"
2601,M,35,16,27613,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2602,M,45,12,92104,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2603,M,25,17,19126,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2604,M,25,0,45459,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0"
2605,M,35,7,75013,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2606,M,50,7,34285,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2607,F,56,0,48178,"0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0"
2608,F,25,1,10025,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0"
2609,F,50,12,55391,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2610,M,45,7,48322,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2611,M,25,3,7719,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
2612,F,45,3,94560,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2613,M,35,1,92120,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0"
2614,M,25,7,15205,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2615,M,25,7,21029,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2616,M,35,7,2657,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2617,F,45,15,60081,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2618,F,18,4,53538,"0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0"
2619,M,35,12,95677,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2620,M,18,4,47306,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0"
2621,M,18,0,46304,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2622,F,35,6,27516,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2623,M,56,1,30345,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2624,F,35,0,44313,"1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
2625,M,35,7,61910,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2626,M,56,1,4056,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2627,M,25,1,6877,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2628,F,25,2,11217,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2629,M,25,11,15237,"0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0"
2630,F,18,5,78704,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2631,F,50,1,14850,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0"
2632,M,56,0,43528,"0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2633,F,35,9,7728,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1"
2634,M,56,1,15701,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2635,M,35,0,6403,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2636,M,18,12,78750,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
2637,F,35,20,44303,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2638,M,25,14,6405,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2639,F,25,6,80236,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2640,M,35,12,78230,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
2641,M,25,6,19428,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2642,M,25,0,33073,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2643,M,45,17,99005,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2644,M,18,15,45215,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2645,M,25,7,60657,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0"
2646,M,45,17,18049,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2647,F,35,11,15116,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2648,M,25,17,27707,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
2649,M,25,16,80126,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
2650,M,45,7,75080,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2651,M,56,14,11779,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0"
2652,M,35,20,84010,"1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2653,M,25,7,94109,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
2654,F,35,9,48336,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
2655,M,35,7,66224,"1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2656,M,56,13,32837,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2657,F,1,10,47403,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2658,M,25,7,60115,"0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0"
2659,M,35,14,1060,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2660,M,56,17,28704,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2661,M,56,13,19312,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2662,M,25,17,2021,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2663,F,25,4,2215,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2664,M,35,7,52402,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2665,M,35,11,98443,"0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2666,M,45,16,63128,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2667,F,35,6,8043,"1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2668,F,25,4,94110,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2669,M,45,0,24541,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2670,M,35,6,94598,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2671,F,35,12,54220,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2672,M,35,7,4096,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2673,M,35,7,77040,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2674,M,25,4,94110,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2675,M,35,18,98664,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2676,M,56,20,78731,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2677,F,35,7,66204,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2678,M,25,6,49707,"0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0"
2679,F,18,4,2143,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
2680,M,25,12,1864,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2681,F,25,4,48823,"0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0"
2682,M,18,4,43210,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2683,M,35,7,60188,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2684,F,18,0,19143,"0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2685,M,45,7,2116,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2686,M,25,0,85283,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2687,M,1,10,8805,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2688,M,25,17,54915,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2689,M,25,12,27511,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2690,M,25,7,24210,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2691,M,18,4,6459,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2692,F,18,4,14620,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2693,M,56,13,72949,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2694,M,18,4,90024,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2695,M,35,11,46033,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2696,M,25,7,24210,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0"
2697,F,50,17,87031,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2698,F,25,2,10028,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2699,F,56,13,74128,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2700,M,25,7,30117,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2701,M,45,1,60115,"0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0"
2702,M,45,6,65201,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2703,M,35,11,52803,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2704,M,56,13,72764,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2705,M,25,1,27713,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2706,F,25,1,27713,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2707,M,56,13,24060,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2708,M,25,7,44115,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2709,F,25,0,60660,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2710,M,35,17,94303,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2711,F,25,4,1075,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2712,F,18,19,33953,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
2713,M,25,7,96811,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2714,M,18,4,96815,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2715,F,50,4,96822,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2716,F,50,4,96825,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2717,M,25,4,96826,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2718,F,25,4,96817,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2719,M,25,12,98100,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2720,M,35,0,20795,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2721,M,45,14,19382,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2722,M,35,7,22043,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2723,F,25,9,28147,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2724,F,45,2,27514,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2725,M,35,7,30071,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
2726,M,45,11,2155,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2727,M,25,11,60603,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2728,M,35,12,27614,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2729,M,50,7,17402,"0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0"
2730,M,35,11,48640,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2731,M,35,7,11050,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2732,M,45,17,92805,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2733,M,45,17,94002,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
2734,F,18,4,2912,"1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
2735,M,25,7,22903,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2736,M,45,12,80303,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2737,M,25,3,50311,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2738,F,50,2,22181,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0"
2739,F,35,7,92316,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2740,M,45,17,22181,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2741,M,25,14,60614,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2742,M,25,17,36092,"0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2743,M,25,14,72601,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2744,M,18,17,53818,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2745,F,35,1,30345,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2746,M,50,14,50265-2850,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2747,F,18,4,90025,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2748,M,25,4,85719,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2749,M,25,12,10025,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2750,F,25,15,91360,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2751,F,25,16,28120,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2752,M,25,15,77006,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2753,F,50,20,27516,"0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2754,M,50,12,60148,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
2755,M,35,7,29631,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2756,M,18,4,97331,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2757,M,25,2,10023,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2758,M,56,8,12436,"1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0"
2759,M,25,7,36102,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
2760,M,56,0,1886,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2761,M,35,6,80917,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
2762,M,50,16,63131,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2763,F,18,4,48104,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2764,M,25,7,91403,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2765,M,50,7,2420,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
2766,M,45,7,55016,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2767,M,25,0,99163,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2768,M,25,17,90210,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2769,M,25,7,20170,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
2770,M,35,1,14260,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2771,M,18,1,92037,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2772,M,35,17,10025,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
